statement_id,band,tier,confidence,matched_ledger_ids,predicted_allocations,reason
885332889264,green,exact,1.000,676004429374,USD_2022-09-10_ACC#00001_66912     0256602566 SMILAX   FGGKR,"amount, value date and sign agree, and a reference code is shared"
374669107792,green,exact,1.000,59493362406,USD_2022-09-10_ACC#00001_66912     0250702507188961867666                ANDI SEMSEM DIP WOLD SMILAX   BOLL      00188961867666                ANDI SEMSEM DIP  WOLD,"amount, value date and sign agree, and a reference code is shared"
824935921966,green,exact,1.000,991102813199,USD_2022-09-10_ACC#00001_66912     66325663250 32566D5RVP 088            JOQVY - ELUVIA - SMILAX   GFG       VC0 32566D5RVP 088            JOQVY - ELUVIA -,"amount, value date and sign agree, and a reference code is shared"
799625418990,green,exact,1.000,277237598196,USD_2022-09-10_ACC#00001_66912     66325663250 32566D5RBL 088            JOQVY - ELUVIA - SMILAX   GFG       VC0 32566D5RBL 088            JOQVY - ELUVIA -,"amount, value date and sign agree, and a reference code is shared"
367818289551,green,exact,1.000,650135475896,USD_2022-09-10_ACC#00001_66912     66325663250 32566D91YS 088            JOQVY - BAS - DG SMILAX   GFG       VC0 32566D91YS 088            JOQVY - BAS - DG,"amount, value date and sign agree, and a reference code is shared"
780742509199,green,exact,1.000,987260387747,USD_2022-09-10_ACC#00001_66912     66325663250 32566D5ATQ 088            JOQVY - ELUVIA - SMILAX   GFG       VC0 32566D5ATQ 088            JOQVY - ELUVIA -,"amount, value date and sign agree, and a reference code is shared"
881187699099,green,exact,1.000,89749122241,USD_2022-09-10_ACC#00001_66912     66325663250 32566D5RGT 088            JOQVY - ELUVIA - SMILAX   GFG       VC0 32566D5RGT 088            JOQVY - ELUVIA -,"amount, value date and sign agree, and a reference code is shared"
725434067601,green,exact,1.000,168253232830,USD_2022-09-10_ACC#00001_66912     66325663250 32566D5J46 088            JOQVY DE -ELUVIA SMILAX   GFG       VC0 32566D5J46 088            JOQVY DE -ELUVIA,"amount, value date and sign agree, and a reference code is shared"
94290808770,green,exact,1.000,418891472297,USD_2022-09-10_ACC#00001_66912     66325663250 32566D5W18 088            JOQVY - ELUVIA - SMILAX   GFG       VC0 32566D5W18 088            JOQVY - ELUVIA -,"amount, value date and sign agree, and a reference code is shared"
966264466818,green,exact,1.000,584915438075,USD_2022-09-10_ACC#00001_66912     6670866708P 7084423767 602            OARS PISTRIX -V&F TO SMILAX   OARS      IGN 7084423767 602            OARS PISTRIX -V& F SHY         F SHY,"amount, value date and sign agree, and a reference code is shared"
717909123630,green,exact,1.000,504915067215,USD_2022-09-10_ACC#00001_66912     66325663250 32566D5RY1 088            JOQVY - ELUVIA - SMILAX   GFG       VC0 32566D5RY1 088            JOQVY - ELUVIA -,"amount, value date and sign agree, and a reference code is shared"
316360495323,green,exact,1.000,815079152079,USD_2022-09-10_ACC#00001_66912     6682866828SHAMESICK FROM JAUN UNFED   JEE - DESINENT SMILAX   FGGQQ     PHOTOACTIVE FROM JAUN UNFED   JEE - DESINENT                 029666084766469042,"amount, value date and sign agree, and a reference code is shared"
714099023212,green,exact,1.000,846279310908,USD_2022-09-10_ACC#00001_66912     66325663250 32566D5J23 088            JOQVY - ELUVIA - SMILAX   GFG       VC0 32566D5J23 088            JOQVY - ELUVIA -,"amount, value date and sign agree, and a reference code is shared"
242003628937,green,exact,1.000,888700273204,USD_2022-09-10_ACC#00001_66912     66325663250 32566D5RN6 088            JOQVY - ELUVIA - SMILAX   GFG       VC0 32566D5RN6 088            JOQVY - ELUVIA -,"amount, value date and sign agree, and a reference code is shared"
255760015638,green,exact,1.000,735359435577,USD_2022-09-10_ACC#00001_66912     0250702507181327 67666                SEMSEM MARACAN WHUFF SMILAX   BOLL      RM181327 67666                SEMSEM MARACAN S FOMALHAUT,"amount, value date and sign agree, and a reference code is shared"
672683336943,green,exact,1.000,539430840436,USD_2022-09-10_ACC#00001_66912     66325663250 32566D5TRN 088            JOQ TREPIDATORY SMILAX   GFG       VC0 32566D5TRN 088            JOQ TREPIDATORY,"amount, value date and sign agree, and a reference code is shared"
905688579341,green,exact,1.000,23328864401,USD_2022-09-10_ACC#00001_66912     66325663250 32566D5RRF 088            JOQVY - ELUVIA - SMILAX   GFG       VC0 32566D5RRF 088            JOQVY - ELUVIA -,"amount, value date and sign agree, and a reference code is shared"
991630436880,green,exact,1.000,161847633473,USD_2022-09-10_ACC#00001_66912     66325663250 32566D5TBF 088            JOQVY - ELUVIA - SMILAX   GFG       VC0 32566D5TBF 088            JOQVY - ELUVIA -,"amount, value date and sign agree, and a reference code is shared"
50070500117,green,exact,1.000,980880968096,USD_2022-09-10_ACC#00001_66912     6107361073 SMILAX   GPD,"amount, value date and sign agree, and a reference code is shared"
375518322446,green,exact,1.000,173248578749,USD_2022-09-10_ACC#00001_66912     66325663250 32566D5RE7 088            JOQVY - ELUVIA - SMILAX   GFG       VC0 32566D5RE7 088            JOQVY - ELUVIA -,"amount, value date and sign agree, and a reference code is shared"
726296264387,green,exact,1.000,467343053299,USD_2022-09-10_ACC#00001_66912     66325663250 32566D5RY3 088            JOQVY - ELUVIA - SMILAX   GFG       VC0 32566D5RY3 088            JOQVY - ELUVIA -,"amount, value date and sign agree, and a reference code is shared"
914702442174,green,exact,1.000,742633194469,USD_2022-09-10_ACC#00001_66912     6692666926 SMILAX   GPD,"amount, value date and sign agree, and a reference code is shared"
457082279312,green,exact,1.000,416271064275,USD_2022-09-10_ACC#00001_66912     6682866828SHAMESICK FROM JAUN UNFED   JOQOEV HUMP FGDK SMILAX   FGGQQ     PHOTOACTIVE FROM JAUN UNFED   JOQOEV HUMP FGDK               029666012566328042,"amount, value date and sign agree, and a reference code is shared"
757300623922,green,exact,1.000,523214346108,USD_2022-09-10_ACC#00001_66912     0256602566 SMILAX   FGGKR,"amount, value date and sign agree, and a reference code is shared"
527139625005,green,exact,1.000,881727481013,USD_2022-09-10_ACC#00001_66912     66325663250 32566D5RQ4 088            JOQVY - ELUVIA - SMILAX   GFG       VC0 32566D5RQ4 088            JOQVY - ELUVIA -,"amount, value date and sign agree, and a reference code is shared"
312047155201,green,exact,1.000,672346865734,USD_2022-09-10_ACC#00001_66912     66325663250 32566D5RM8 088            JOQVY - ELUVIA - SMILAX   GFG       VC0 32566D5RM8 088            JOQVY - ELUVIA -,"amount, value date and sign agree, and a reference code is shared"
313166492021,green,exact,1.000,105637927021,USD_2022-09-10_ACC#00001_66912     66325663250 32566D5RK8 088            JOQVY - BAS - DG SMILAX   GFG       VC0 32566D5RK8 088            JOQVY - BAS - DG,"amount, value date and sign agree, and a reference code is shared"
259727567341,green,exact,1.000,493763390496,USD_2022-09-10_ACC#00001_66912     6692666926 SMILAX   GPD,"amount, value date and sign agree, and a reference code is shared"
702508504754,green,exact,1.000,100266194865,USD_2022-09-10_ACC#00001_66912     66325663250 32566D92BX 088            JOQVY - BAS - DG SMILAX   GFG       VC0 32566D92BX 088            JOQVY - BAS - DG,"amount, value date and sign agree, and a reference code is shared"
652698279776,green,exact,1.000,41231527310,USD_2022-09-10_ACC#00001_66912     66325663250 32566D5J2C 088            JOQVY - ELUVIA - SMILAX   GFG       VC0 32566D5J2C 088            JOQVY - ELUVIA -,"amount, value date and sign agree, and a reference code is shared"
950930824249,green,exact,1.000,206782715436,USD_2022-09-10_ACC#00001_66912     66325663250 32566D5RA7 088            JOQVY - BAS - DG SMILAX   GFG       VC0 32566D5RA7 088            JOQVY - BAS - DG,"amount, value date and sign agree, and a reference code is shared"
109741167272,green,exact,1.000,23077287677,USD_2022-09-10_ACC#00001_66912     66325663250 32566D5J8G 088            JOQVY - ELUVIA - SMILAX   GFG       VC0 32566D5J8G 088            JOQVY - ELUVIA -,"amount, value date and sign agree, and a reference code is shared"
613332741609,green,exact,1.000,163374779042,USD_2022-09-10_ACC#00001_66912     66325663250 32566D5DKY 088            JOQVY - ELUVIA - SMILAX   GFG       VC0 32566D5DKY 088            JOQVY - ELUVIA -,"amount, value date and sign agree, and a reference code is shared"
452263886453,green,exact,1.000,633320950816,USD_2022-09-10_ACC#00001_66912     6682866828SHAMESICK FROM JAUN UNFED   JOQ ANNAT CITE SMILAX   FGGQQ     PHOTOACTIVE FROM JAUN UNFED   JOQ ANNAT CITE                 029666663866677366,"amount, value date and sign agree, and a reference code is shared"
267442154861,green,exact,1.000,842772314028,USD_2022-09-10_ACC#00001_66912     6033960339 SMILAX   GPD,"amount, value date and sign agree, and a reference code is shared"
119833999002,green,exact,1.000,885054666036,USD_2022-09-10_ACC#00001_66912     66325663250 32566D93DJ 088            JOQVY DE -ELUVIA SMILAX   GFG       VC0 32566D93DJ 088            JOQVY DE -ELUVIA,"amount, value date and sign agree, and a reference code is shared"
432654232637,green,exact,1.000,257239983185,USD_2022-09-10_ACC#00001_66912     0256602566 SMILAX   FGGKR,"amount, value date and sign agree, and a reference code is shared"
416276792279,green,exact,1.000,20393024098,USD_2022-09-10_ACC#00001_66912     66325663250 32566D5W6B 088            JOQVY - ELUVIA - SMILAX   GFG       VC0 32566D5W6B 088            JOQVY - ELUVIA -,"amount, value date and sign agree, and a reference code is shared"
794402001794,green,exact,1.000,884313347016,USD_2022-09-10_ACC#00001_66912     66325663250 32566D5TR2 088            JOQVY - ELUVIA - SMILAX   GFG       VC0 32566D5TR2 088            JOQVY - ELUVIA -,"amount, value date and sign agree, and a reference code is shared"
217364785332,green,exact,1.000,721203464229,USD_2022-09-10_ACC#00001_66912     66325663250 32566D5W0M 088            JOQVY - ELUVIA - SMILAX   GFG       VC0 32566D5W0M 088            JOQVY - ELUVIA -,"amount, value date and sign agree, and a reference code is shared"
205620816568,green,exact,1.000,592806184787,USD_2022-09-10_ACC#00001_66912     66325663250 32566D5W7C 088            JOQVY - BAS - DG SMILAX   GFG       VC0 32566D5W7C 088            JOQVY - BAS - DG,"amount, value date and sign agree, and a reference code is shared"
379396443872,green,exact,1.000,759964940220,USD_2022-09-10_ACC#00001_66912     66325663250 32566D5W6D 088            JOQVY - ELUVIA - SMILAX   GFG       VC0 32566D5W6D 088            JOQVY - ELUVIA -,"amount, value date and sign agree, and a reference code is shared"
96445241010,green,exact,1.000,568321828506,USD_2022-09-10_ACC#00001_66912     66325663250 32566D952D 088            JOQVY - BAS - DG SMILAX   GFG       VC0 32566D952D 088            JOQVY - BAS - DG,"amount, value date and sign agree, and a reference code is shared"
502655895943,green,exact,1.000,647478625314,USD_2022-09-10_ACC#00001_66912     6107361073 SMILAX   GPD,"amount, value date and sign agree, and a reference code is shared"
228577805580,green,exact,1.000,734176359960,USD_2022-09-10_ACC#00001_66912     0719407194 SMILAX   FGGKR,"amount, value date and sign agree, and a reference code is shared"
304492213833,green,exact,1.000,631950591094,USD_2022-09-10_ACC#00001_66912     6600466004P 0044423679 602            OARS PISTRIX - CHEVY SMILAX   OARS      IGN 0044423679 602            OARS PISTRIX - T TRISOMY ZO PANTOMETER ZO WOO,"amount, value date and sign agree, and a reference code is shared"
562865337971,green,exact,1.000,780323742849,USD_2022-09-10_ACC#00001_66912     66325663250 32566D5J6C 088            JOQVY DE -ELUVIA SMILAX   GFG       VC0 32566D5J6C 088            JOQVY DE -ELUVIA,"amount, value date and sign agree, and a reference code is shared"
914281664353,green,exact,1.000,652749814773,USD_2022-09-10_ACC#00001_66912     6692666926 SMILAX   GPD,"amount, value date and sign agree, and a reference code is shared"
144695033027,green,exact,1.000,809740323502,USD_2022-09-10_ACC#00001_66912     66325663250 32566D91BB 088            JOQVY - BAS - DG SMILAX   GFG       VC0 32566D91BB 088            JOQVY - BAS - DG,"amount, value date and sign agree, and a reference code is shared"
821908539020,green,exact,1.000,551557844314,USD_2022-09-10_ACC#00001_66912     0250702507187969 67666                SEMSEM MARACAN WHUFF SMILAX   BOLL      RM187969 67666                SEMSEM MARACAN S FOMALHAUT,"amount, value date and sign agree, and a reference code is shared"
314722327446,green,exact,1.000,55841734636,USD_2022-09-10_ACC#00001_66912     66325663250 32566D5RPY 088            JOQVY - ELUVIA - SMILAX   GFG       VC0 32566D5RPY 088            JOQVY - ELUVIA -,"amount, value date and sign agree, and a reference code is shared"
594672371500,green,exact,1.000,573840057972,USD_2022-09-10_ACC#00001_66912     0999909999 SMILAX   FGGKR,"amount, value date and sign agree, and a reference code is shared"
982873772609,green,exact,1.000,327784443152,USD_2022-09-10_ACC#00001_66912     66325663250 32566D5RGH 088            JOQVY - ELUVIA - SMILAX   GFG       VC0 32566D5RGH 088            JOQVY - ELUVIA -,"amount, value date and sign agree, and a reference code is shared"
642014399481,green,exact,1.000,814132932468,USD_2022-09-10_ACC#00001_66912     66325663250 32566D91YP 088            JOQVY - BAS - DG SMILAX   GFG       VC0 32566D91YP 088            JOQVY - BAS - DG,"amount, value date and sign agree, and a reference code is shared"
687954421028,green,exact,1.000,792639380868,USD_2022-09-10_ACC#00001_66912     66325663250 32566D5RFA 088            JOQVY - ELUVIA - SMILAX   GFG       VC0 32566D5RFA 088            JOQVY - ELUVIA -,"amount, value date and sign agree, and a reference code is shared"
986448182345,green,exact,1.000,575849442255,USD_2022-09-10_ACC#00001_66912     6107361073 SMILAX   GPD,"amount, value date and sign agree, and a reference code is shared"
788034821698,green,exact,1.000,409976220616,USD_2022-09-10_ACC#00001_66912     0256602566 SMILAX   FGGKR,"amount, value date and sign agree, and a reference code is shared"
332259700619,green,exact,1.000,788885009285,USD_2022-09-10_ACC#00001_66912     0256602566 SMILAX   FGGKR,"amount, value date and sign agree, and a reference code is shared"
703017864765,green,exact,1.000,831241949282,USD_2022-09-10_ACC#00001_66912     66325663250 32566D5RVY 088            JOQVY - ELUVIA - SMILAX   GFG       VC0 32566D5RVY 088            JOQVY - ELUVIA -,"amount, value date and sign agree, and a reference code is shared"
779727842476,green,exact,1.000,700050535495,USD_2022-09-10_ACC#00001_66912     66325663250 32566D5J50 088            JOQVY - ELUVIA - SMILAX   GFG       VC0 32566D5J50 088            JOQVY - ELUVIA -,"amount, value date and sign agree, and a reference code is shared"
885377642390,green,exact,1.000,854021805526,USD_2022-09-10_ACC#00001_66912     66325663250 32566D5ABK 088            JOQVY - BAS - DG SMILAX   GFG       VC0 32566D5ABK 088            JOQVY - BAS - DG,"amount, value date and sign agree, and a reference code is shared"
54729055800,green,exact,1.000,703682608330,USD_2022-09-10_ACC#00001_66912     66325663250 32566D5DK9 088            JOQVY - ELUVIA - SMILAX   GFG       VC0 32566D5DK9 088            JOQVY - ELUVIA -,"amount, value date and sign agree, and a reference code is shared"
107952168619,green,exact,1.000,513790868022,USD_2022-09-10_ACC#00001_66912     66325663250 32566D5J53 088            JOQVY - ELUVIA - SMILAX   GFG       VC0 32566D5J53 088            JOQVY - ELUVIA -,"amount, value date and sign agree, and a reference code is shared"
626514879478,green,exact,1.000,661052921817,USD_2022-09-10_ACC#00001_66912     66325663250 32566D5RAP 088            JOQVY - ELUVIA - SMILAX   GFG       VC0 32566D5RAP 088            JOQVY - ELUVIA -,"amount, value date and sign agree, and a reference code is shared"
749362947100,green,exact,1.000,474216479194,USD_2022-09-10_ACC#00001_66912     66325663250 32566D5J9R 088            JOQVY - ELUVIA - SMILAX   GFG       VC0 32566D5J9R 088            JOQVY - ELUVIA -,"amount, value date and sign agree, and a reference code is shared"
3948269429,green,exact,1.000,343409911857,USD_2022-09-10_ACC#00001_66912     66325663250 32566D952I 088            JOQVY - BAS - DG SMILAX   GFG       VC0 32566D952I 088            JOQVY - BAS - DG,"amount, value date and sign agree, and a reference code is shared"
275050773558,green,exact,1.000,509019328916,USD_2022-09-10_ACC#00001_66912     66325663250 32566D5TR6 088            JOQVY - ELUVIA - SMILAX   GFG       VC0 32566D5TR6 088            JOQVY - ELUVIA -,"amount, value date and sign agree, and a reference code is shared"
277567882780,green,exact,1.000,152056732526,USD_2022-09-10_ACC#00001_66912     0256602566 SMILAX   FGGKR,"amount, value date and sign agree, and a reference code is shared"
28988457112,green,exact,1.000,814968890166,USD_2022-09-10_ACC#00001_66912     66325663250 32566D5AL4 088            JOQVY - ELUVIA - SMILAX   GFG       VC0 32566D5AL4 088            JOQVY - ELUVIA -,"amount, value date and sign agree, and a reference code is shared"
361023303190,green,exact,1.000,285806440208,USD_2022-09-10_ACC#00001_66912     66325663250 32566D5RAO 088            JOQVY - ELUVIA - SMILAX   GFG       VC0 32566D5RAO 088            JOQVY - ELUVIA -,"amount, value date and sign agree, and a reference code is shared"
101588485875,green,exact,1.000,348884682575,USD_2022-09-10_ACC#00001_66912     6033960339 SMILAX   GPD,"amount, value date and sign agree, and a reference code is shared"
785770489271,green,exact,1.000,773429860304,USD_2022-09-10_ACC#00001_66912     6692666926GN735 VIEWY                 ET3832 SMILAX   GESS      CUCA735 VIEWY                 ET3832,"amount, value date and sign agree, and a reference code is shared"
882056355779,green,exact,1.000,757503114197,USD_2022-09-10_ACC#00001_66912     66325663250 32566D5J3U 088            JOQVY - ELUVIA - SMILAX   GFG       VC0 32566D5J3U 088            JOQVY - ELUVIA -,"amount, value date and sign agree, and a reference code is shared"
696280904790,green,exact,1.000,655590654449,USD_2022-09-10_ACC#00001_66912     66325663250 32566D5RUR 088            JOQVY - ELUVIA - SMILAX   GFG       VC0 32566D5RUR 088            JOQVY - ELUVIA -,"amount, value date and sign agree, and a reference code is shared"
496913638555,green,exact,1.000,341334891457,USD_2022-09-10_ACC#00001_66912     66325663250 32566D5DYN 088            JOQVY - ELUVIA - SMILAX   GFG       VC0 32566D5DYN 088            JOQVY - ELUVIA -,"amount, value date and sign agree, and a reference code is shared"
567501878824,green,exact,1.000,323021686676,USD_2022-09-10_ACC#00001_66912     66325663250 32566D5RAL 088            JOQVY - ELUVIA - SMILAX   GFG       VC0 32566D5RAL 088            JOQVY - ELUVIA -,"amount, value date and sign agree, and a reference code is shared"
932352621134,green,exact,1.000,726657021644,USD_2022-09-10_ACC#00001_66912     66325663250 32566D5TR7 088            JOQVY - ELUVIA - SMILAX   GFG       VC0 32566D5TR7 088            JOQVY - ELUVIA -,"amount, value date and sign agree, and a reference code is shared"
580615817141,green,exact,1.000,107351494267,USD_2022-09-10_ACC#00001_66912     66325663250 32566D5RAE 088            JOQVY - ELUVIA - SMILAX   GFG       VC0 32566D5RAE 088            JOQVY - ELUVIA -,"amount, value date and sign agree, and a reference code is shared"
362532367762,green,exact,1.000,581399773556,USD_2022-09-11_ACC#00001_66912     66325663250 32566D9YPH 088            JOQVY-BAS JOQVY SMILAX   GFG       VC0 32566D9YPH 088            JOQVY-BAS JOQVY,"amount, value date and sign agree, and a reference code is shared"
893322645294,green,exact,1.000,923558434056,USD_2022-09-11_ACC#00001_66912     6692666926 SMILAX   GPD,"amount, value date and sign agree, and a reference code is shared"
157314760851,green,exact,1.000,307935192782,USD_2022-09-11_ACC#00001_66912     6682866828SHAMESICK FROM JAUN UNFED   BHOOSA- DESINENT SMILAX   FGGQQ     PHOTOACTIVE FROM JAUN UNFED   BHOOSA- DESINENT               029666884360546802,"amount, value date and sign agree, and a reference code is shared"
570705219486,green,exact,1.000,381550245754,USD_2022-09-11_ACC#00001_66912     66325663250 32566D9FFU 088               DE VIZIR LATA SMILAX   GFG       VC0 32566D9FFU 088               DE VIZIR LATA,"amount, value date and sign agree, and a reference code is shared"
243285062799,green,exact,1.000,269628494988,USD_2022-09-11_ACC#00001_66912     6682866828SHAMESICK FROM JAUN UNFED   JOQ ANNAT CITE SMILAX   FGGQQ     PHOTOACTIVE FROM JAUN UNFED   JOQ ANNAT CITE                 029666663166677651,"amount, value date and sign agree, and a reference code is shared"
372254734196,green,exact,1.000,530771205044,USD_2022-09-11_ACC#00001_66912     66325663250 32566D9OEH 088            JOQVY - BAS - DG SMILAX   GFG       VC0 32566D9OEH 088            JOQVY - BAS - DG,"amount, value date and sign agree, and a reference code is shared"
708061389093,green,exact,1.000,842427373017,USD_2022-09-11_ACC#00001_66912     0256602566 SMILAX   FGGKR,"amount, value date and sign agree, and a reference code is shared"
673827392747,green,exact,1.000,300132583246,USD_2022-09-11_ACC#00001_66912     66325663250 32566D9YIJ 088            JOQVY-BAS JOQVY SMILAX   GFG       VC0 32566D9YIJ 088            JOQVY-BAS JOQVY,"amount, value date and sign agree, and a reference code is shared"
310137570784,green,exact,1.000,577455095962,USD_2022-09-11_ACC#00001_66912     6033960339 SMILAX   GPD,"amount, value date and sign agree, and a reference code is shared"
975966413020,green,exact,1.000,487253203714,USD_2022-09-11_ACC#00001_66912     66325663257 29266D9YEK 088                HORAL BAA NM SMILAX   GFG       VC7 29266D9YEK 088                HORAL BAA NM,"amount, value date and sign agree, and a reference code is shared"
359234198176,green,exact,1.000,169825858484,USD_2022-09-11_ACC#00001_66912     66325663250 32566D9C4Y 088            JOQVY-BAS JOQVY SMILAX   GFG       VC0 32566D9C4Y 088            JOQVY-BAS JOQVY,"amount, value date and sign agree, and a reference code is shared"
879489755640,green,exact,1.000,22729625825,USD_2022-09-11_ACC#00001_66912     66325663250 32566D9V5Z 088            JOQ TREPIDATORY SMILAX   GFG       VC0 32566D9V5Z 088            JOQ TREPIDATORY,"amount, value date and sign agree, and a reference code is shared"
769322937680,green,exact,1.000,5089964103,USD_2022-09-11_ACC#00001_66912     6682866828SHAMESICK FROM JAUN UNFED   JOQOEV HUMP FGDK SMILAX   FGGQQ     PHOTOACTIVE FROM JAUN UNFED   JOQOEV HUMP FGDK               029666012966328351,"amount, value date and sign agree, and a reference code is shared"
753516051024,green,exact,1.000,704720677256,USD_2022-09-11_ACC#00001_66912     66325663250 37266D55YS 088            REI KEF QMQF MG SMILAX   GFG       VC0 37266D55YS 088            REI KEF QMQF MG,"amount, value date and sign agree, and a reference code is shared"
727759976679,green,exact,1.000,352348039747,USD_2022-09-11_ACC#00001_66912     0250702507114867 67666                SEMSEM MARACAN WHUFF SMILAX   BOLL      RM114867 67666                SEMSEM MARACAN S FOMALHAUT,"amount, value date and sign agree, and a reference code is shared"
719036467280,green,exact,1.000,110881244258,USD_2022-09-11_ACC#00001_66912     6033960339 SMILAX   GPD,"amount, value date and sign agree, and a reference code is shared"
196088753429,green,exact,1.000,791304533928,USD_2022-09-11_ACC#00001_66912     0250702507115956967666                ANDI SEMSEM DIP WOLD SMILAX   BOLL      00115956967666                ANDI SEMSEM DIP  WOLD,"amount, value date and sign agree, and a reference code is shared"
312445751785,green,exact,1.000,451081278445,USD_2022-09-11_ACC#00001_66912     0256602566 SMILAX   FGGKR,"amount, value date and sign agree, and a reference code is shared"
875964197167,green,exact,1.000,808196422703,USD_2022-09-11_ACC#00001_66912     0256602566 SMILAX   FGGKR,"amount, value date and sign agree, and a reference code is shared"
780049289807,green,exact,1.000,184465064907,USD_2022-09-11_ACC#00001_66912     66325663250 32566D9D89 088            ESNE - OL OGPU L SMILAX   GFG       VC0 32566D9D89 088            ESNE - OL OGPU L,"amount, value date and sign agree, and a reference code is shared"
330987624189,green,exact,1.000,744593504369,USD_2022-09-11_ACC#00001_66912     66325663250 32566D9OEB 088            JOQVY - BAS - DG SMILAX   GFG       VC0 32566D9OEB 088            JOQVY - BAS - DG,"amount, value date and sign agree, and a reference code is shared"
567076606559,green,exact,1.000,514618985428,USD_2022-09-11_ACC#00001_66912     66325663257 29266D9VVA 088            JOQVY - BAS - SM SMILAX   GFG       VC7 29266D9VVA 088            JOQVY - BAS - SM,"amount, value date and sign agree, and a reference code is shared"
62611738552,green,exact,1.000,53615353540,USD_2022-09-11_ACC#00001_66912     66325663250 32566D9VGR 088            JOQVY - ELUVIA - SMILAX   GFG       VC0 32566D9VGR 088            JOQVY - ELUVIA -,"amount, value date and sign agree, and a reference code is shared"
74800740924,green,exact,1.000,106450919463,USD_2022-09-11_ACC#00001_66912     6692666926 SMILAX   GPD,"amount, value date and sign agree, and a reference code is shared"
532664419046,green,exact,1.000,159426511472,USD_2022-09-11_ACC#00001_66912     66325663250 32566D9QOQ 088            JOQVY - BAS - DG SMILAX   GFG       VC0 32566D9QOQ 088            JOQVY - BAS - DG,"amount, value date and sign agree, and a reference code is shared"
826153179997,green,exact,1.000,835740300844,USD_2022-09-11_ACC#00001_66912     66325663250 32566D9OIK 088            JOQVY - BAS - DG SMILAX   GFG       VC0 32566D9OIK 088            JOQVY - BAS - DG,"amount, value date and sign agree, and a reference code is shared"
860966403675,green,exact,1.000,632925757144,USD_2022-09-11_ACC#00001_66912     66325663250 32566D9IPG 088            JOQ TREPIDATORY SMILAX   GFG       VC0 32566D9IPG 088            JOQ TREPIDATORY,"amount, value date and sign agree, and a reference code is shared"
970398659210,green,exact,1.000,656408897696,USD_2022-09-11_ACC#00001_66912     6692666926 SMILAX   GPD,"amount, value date and sign agree, and a reference code is shared"
213431277138,green,exact,1.000,815137657413,USD_2022-09-11_ACC#00001_66912     66325663250 32566D9IOI 088            LUBA FLAX EFI - SMILAX   GFG       VC0 32566D9IOI 088            LUBA FLAX EFI -,"amount, value date and sign agree, and a reference code is shared"
280007997155,amber,scored,1.000,806160437604,USD_2015-03-08_ACC#00001_66412     66510665106660296113CACK H      ARATORY         131C6880 PILER    FZ          6660296113CACK H      ARATORY         131C6880,"best global assignment on amount, date and reference agreement"
181057034015,amber,scored,1.000,702634469908,USD_2021-10-20_ACC#00001_66912     0250702507168113 67666                SEMSEM ODONTOLOGY AZ,"best global assignment on amount, date and reference agreement"
467657119682,amber,scored,1.000,88499957482,USD_2021-12-10_ACC#00001_66912     6692666926MC627 EU14282               ET3832 SMILAX   GESS      ALAE627 EU14282               ET3832,"best global assignment on amount, date and reference agreement"
